X,CH1,
Second,Volt,
5.37070e-02,-3.12e+01,
5.39070e-02,-3.04e+01,
5.41070e-02,-3.28e+01,
5.43070e-02,-3.20e+01,
5.45070e-02,-3.36e+01,
5.47070e-02,-3.36e+01,
5.49070e-02,-3.52e+01,
5.51070e-02,-3.28e+01,
5.53070e-02,-3.52e+01,
5.55070e-02,-3.52e+01,
5.57070e-02,-3.36e+01,
